ref,value,footprint,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8
D419,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D420,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D421,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D422,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D423,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D424,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D425,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D426,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D427,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D428,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D701,LED,LED-0805,OSRAM,LH R974-LP-1-0-20-R18,digikey,475-1415-1-ND,.02a,-%,RED,other,more,stuff
D702,STTH4R02S,D4-SMB,st,STTH4R02U,newark,26M3786,-,-,-,-
D703,TPSMA27A,DO214,vishay,TPSMA27A-E3/61T,mouser,625-TPSMA27A-E3,37.5,10.7,-,-
D704,Schottky,SOD-123,Micro Commercial Co,1N4148W-TP,digikey,1N4148WTPMSCT-ND,.15a,-%,standard,other,more,stuff
D705,Schottky,SOD-123,Micro Commercial Co,1N4148W-TP,digikey,1N4148WTPMSCT-ND,.15a,-%,standard,other,more,stuff
D706,5v1,SOD-123
D707,1N4148,SOD-123,Micro Commercial Co,1N4148W-TP,digikey,1N4148WTPMSCT-ND,.15a,-%,standard,other,more,stuff
D708,STPS5L25,D4-SMB,STPS5L25B-TR,st,511-STPS2L25U,mouser,511-STPS2L25U,-,-,-,-,25,V,2,a,construct,other,more,stuff
D1001,MBRA340T3,D4-SMA,onsemi,MBRA340T3G,mouser,863-MBRA340T3G,-,-,-,-,.45,V,3,a,-,other,more,stuff
D1002,MBRA340T3,D4-SMA,onsemi,MBRA340T3G,mouser,863-MBRA340T3G,-,-,-,-,.45,V,3,a,-,other,more,stuff
D1301,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D1302,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D1303,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D1304,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D1305,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
D1306,MBR0520L,SOD-123,fairchild,MBR0520L,mouser,512-MBR0520L,-,-,-,-,20,V-reverse,.5,A-forward,SMT,other,more,stuff
J301,MOLEX_HARNESS_SD-64333-100,Molex_SD-64333-100_on_Cinch_ModICE_w_5554_SOM
L701,4.7uH,SM4.7uH,coiltronics,UP0.4C-4R7-R,newark,52K7863,-,-,-,-,1.5,a,20,%,construct,other,more,stuff
L702,DR125-330-R,SM100uH,coiltronics,DR125-330-R,digi,513-1528-6-ND,,,33uH,20%,ferrite,other,more,stuff
P101,CONN_1,PINTST
P102,CONN_1,PINTST
P103,CONN_1,PINTST
P104,CONN_1,PINTST
P105,CONN_1,PINTST
P106,CONN_1,PINTST
P107,CONN_1,PINTST
P108,CONN_1,PINTST
P109,CONN_1,PINTST
P110,CONN_1,PINTST
P111,CONN_1,PINTST
P112,CONN_1,PINTST
P113,CONN_1,PINTST
P114,CONN_1,PINTST
P115,CONN_1,PINTST
P116,CONN_1,PINTST
P117,CONN_1,PINTST
P118,CONN_1,PINTST
P119,CONN_1,PINTST
P120,CONN_1,PINTST
P121,CONN_1,PINTST
P122,CONN_1,PINTST
P123,CONN_1,PINTST
P124,CONN_1,PINTST
P125,CONN_1,PINTST
P201,MPC5554,phyCORE-MPC5554
P601,CONN_1,PINTST
P602,CONN_1,PINTST
P603,CONN_1,PINTST
P604,CONN_1,PINTST
P605,CONN_1,PINTST
P606,CONN_1,PINTST
P607,CONN_1,PINTST
P608,CONN_1,PINTST
